cap_number,po_initials,po_race,po_sex,allegations_investigated,investigative_findings,disciplinary_findings
16-0247,VC,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0248,JV,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0248,RW,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0249,AN,Latino,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0249,AN,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0249,MC,White,Male,Departmental Violation,Sustained Finding,Pending
16-0249,AN,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0249,MC,White,Male,Departmental Violation,Sustained Finding,Pending
16-0249,AN,Latino,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0249,BM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0249,BM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0249,BM,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0249,BM,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0250,DS,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0250,DN,Asian,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0251,EG,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0252,BW,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0252,BW,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0253,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
16-0254,KA,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0254,KA,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0255,LT,White,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0255,LT,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0255,LT,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0256,JD,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0256,SA,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0257,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
16-0258,TM,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0259,EA,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,JM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,MM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,JM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,DE,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,DE,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0259,RN,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,CS,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,RM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,CB,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,IA,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,MC,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,CS,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0259,CS,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,HQ,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,JM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0259,KR,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0260,SD,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0260,SD,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0261,JP,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0261,JP,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0261,AH,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0261,AH,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0262,SB,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0262,SB,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0263,UNK,UNK,UNK,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0264,JS,Asian,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0265,JR,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0265,AS,Latino,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0266,GB,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0266,SB,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0266,CY,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0267,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0268,UNK,UNK,UNK,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0269,UNK,UNK,UNK,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0269,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0270,MC,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0270,MC,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0270,MC,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0270,JD,Latino,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0270,JD,Latino,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0270,JD,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0271,PW,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0271,PW,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0271,RO,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0271,RO,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0272,MB,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0273,JD,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0273,TS,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0274,BW,White,Male,Verbal Abuse,Sustained Finding,Training/Counseling
16-0274,CL,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0274,CF,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0275,TF,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0275,JK,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0275,JK,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0275,CS,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0276,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0276,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0276,DB,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0276,DM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0276,DB,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0276,DM,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0277,JT,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0278,PC,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0278,PC,White,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0278,PS,White,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0279,FE,Black,Female,Investigation OnGoing,Pending,Pending
16-0280,SC,White,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0280,SC,White,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0281,MM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0281,MM,White,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0281,MM,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0281,VC,White,Female,Departmental Violation,Sustained Finding,Training/Counseling
16-0281,VC,White,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0281,VC,White,Female,Harassment,Other than Sustained Finding,Not Applicable
16-0282,SM,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0283,BS,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0283,AH,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0283,RH,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0283,JP,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0283,MZ,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0284,JT,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0284,JT,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0284,JT,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0285,KW,Black,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0286,TM,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0286,BM,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0287,WJ,White,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0288,DM,Latino,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0288,MD,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0288,JG,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0288,TS,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0288,BD,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0288,MS,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0289,SD,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0290,JT,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0290,EB,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0291,JM,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0291,JM,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0292,JP,White,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0292,NL,White,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0293,IV,Black,Female,Harassment,Other than Sustained Finding,Not Applicable
16-0294,MK,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0294,DS,White,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0294,SM,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0295,JK,White,Male,Investigation OnGoing,Pending,Pending
16-0296,MM,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0296,MM,Black,Male,Falsification,Other than Sustained Finding,Not Applicable
16-0297,FK,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0297,FK,White,Male,Departmental Violation,Sustained Finding,Pending
16-0297,SM,White,Male,Departmental Violation,Sustained Finding,Pending
16-0297,SM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0298,LH,Latino,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0298,CT,Asian,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0299,NR,Asian,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0299,NR,Asian,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0299,NR,Asian,Male,Civil Rights Complaint,Other than Sustained Finding,Not Applicable
16-0299,JD,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0299,JD,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0299,JD,White,Male,Civil Rights Complaint,Other than Sustained Finding,Not Applicable
16-0300,DR,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0300,MR,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0300,VR,Latino,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0301,DD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0301,LL,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0302,UNK,UNK,UNK,Investigation OnGoing,Pending,Pending
16-0303,DB,White,Female,Lack of Service,Sustained Finding,Training/Counseling
16-0303,DB,White,Female,Departmental Violation,Sustained Finding,Training/Counseling
16-0303,ML,Latino,Female,Lack of Service,Sustained Finding,Training/Counseling
16-0303,EF,Black,Female,Lack of Service,Sustained Finding,Training/Counseling
16-0303,EF,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0304,MM,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0304,MM,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0304,MM,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0305,GS,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0305,GS,Latino,Male,Other Misconduct,Other than Sustained Finding,Not Applicable
16-0305,KN,White,Male,Other Misconduct,Other than Sustained Finding,Not Applicable
16-0306,TD,White,Male,Civil Rights Complaint,Other than Sustained Finding,Not Applicable
16-0306,JO,White,Male,Civil Rights Complaint,Other than Sustained Finding,Not Applicable
16-0307,NM,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0307,SP,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0308,JK,Black,Male,Civil Rights Complaint,Other than Sustained Finding,Not Applicable
16-0308,JK,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0308,NC,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0309,MM,White,Male,Investigation OnGoing,Pending,Pending
16-0309,VC,White,Female,Investigation OnGoing,Pending,Pending
16-0310,ST,Other,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0311,PS,White,Male,Investigation OnGoing,Pending,Pending
16-0311,DN,White,Female,Investigation OnGoing,Pending,Pending
16-0311,WB,White,Male,Investigation OnGoing,Pending,Pending
16-0312,UNK,UNK,UNK,Investigation OnGoing,Pending,Pending
16-0313,EW,Black,Male,Investigation OnGoing,Pending,Pending
16-0313,MS,White,Male,Investigation OnGoing,Pending,Pending
16-0314,TY,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0315,JD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0315,JD,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0315,DG,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0316,UNK,UNK,UNK,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0317,DC,Black,Female,Investigation OnGoing,Pending,Pending
16-0318,MR,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0319,CW,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0319,CW,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0320,KC,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0320,CD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0321,DM,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0322,JE,Latino,Male,Civil Rights Complaint,Other than Sustained Finding,Not Applicable
16-0322,RV,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0322,JE,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0322,RV,Latino,Male,Civil Rights Complaint,Other than Sustained Finding,Not Applicable
16-0323,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0323,CR,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0323,SS,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0323,SC,Black,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0323,SC,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0323,JC,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0324,AR,White,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0325,AM,White,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0325,SG,Black,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0326,KM,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0326,NM,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0327,RF,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0327,WM,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0327,JG,Latino,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0327,DG,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0327,TY,Asian,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0328,KD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0328,PW,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0328,JC,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0328,RO,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0328,RO,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0329,AB,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0329,AB,White,Male,Departmental Violation,Sustained Finding,Not Applicable
16-0330,JM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0331,UNK,UNK,UNK,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0332,RP,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0332,MW,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0332,MW,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0333,VM,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0334,JR,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0334,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0334,JR,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0335,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0335,FW,Latino,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0335,FW,Latino,Female,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0336,JM,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0336,MC,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0337,DC,Latino,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0337,MH,Latino,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0338,DS,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0338,DS,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0338,DS,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0338,CB,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0338,CB,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0338,CB,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0339,SS,Black,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0340,VL,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0341,JF,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0342,CS,Black,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0343,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
16-0343,RA,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0343,EC,Latino,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0344,BW,White,Male,Other Misconduct,Other than Sustained Finding,Not Applicable
16-0344,BW,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0344,BW,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0344,DM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0345,AR,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0346,JK,Black,Male,Investigation OnGoing,Pending,Pending
16-0347,EH,Latino,Male,Investigation OnGoing,Pending,Pending
16-0347,AT,Latino,Female,Investigation OnGoing,Pending,Pending
16-0348,WD,White,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0348,JC,White,Female,Harassment,Other than Sustained Finding,Not Applicable
16-0349,RC,Latino,Female,Domestic,Other than Sustained Finding,Not Applicable
16-0350,DC,Black,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0351,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
16-0352,DP,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0352,TS,Black,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0352,MN,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0352,AM,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0353,UNK,UNK,UNK,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0354,LN,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0354,KF,Latino,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0354,DW,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0354,LW,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0354,JC,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0354,AL,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0355,MW,Black,Female,Departmental Violation,Sustained Finding,Guilty Finding
16-0355,MW,Black,Female,Lack of Service,Sustained Finding,Guilty Finding
16-0355,MW,Black,Female,Departmental Violation,Sustained Finding,Guilty Finding
16-0356,JH,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0357,DP,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0357,JB,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0357,MC,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0358,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0359,JM,White,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0359,WM,White,Female,Harassment,Other than Sustained Finding,Not Applicable
16-0359,MJ,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0359,BL,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0359,CF,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0359,BF,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0360,GV,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0360,GV,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0361,CP,Black,Male,Physical Abuse,Sustained Finding,Pending
16-0361,EF,Black,Male,Physical Abuse,Sustained Finding,Pending
16-0362,GL,White,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0362,RF,White,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0363,DW,Latino,Female,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0363,SW,Black,Female,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0364,TL,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0365,TB,Black,Female,Departmental Violation,Sustained Finding,No Guilty Findings
16-0365,TB,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0366,TB,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0367,CW,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0367,CW,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0367,JP,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0368,MD,Black,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0369,MB,White,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0369,KS,White,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0370,CH,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0371,JW,White,Female,Departmental Violation,Sustained Finding,Training/Counseling
16-0371,JW,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0371,JW,White,Female,Departmental Violation,Sustained Finding,Training/Counseling
16-0371,RH,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0371,RH,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0372,TK,White,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0372,JA,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0373,CK,White,Male,Civil Rights Complaint,Other than Sustained Finding,Not Applicable
16-0373,JD,White,Male,Civil Rights Complaint,Other than Sustained Finding,Not Applicable
16-0374,SL,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0375,AM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0375,JD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0376,UNK,UNK,UNK,Investigation OnGoing,Pending,Pending
16-0377,RH,Black,Female,Verbal Abuse,Sustained Finding,Guilty Finding
16-0377,RH,Black,Female,Departmental Violation,Sustained Finding,Guilty Finding
16-0377,RH,Black,Female,Departmental Violation,Sustained Finding,Guilty Finding
16-0377,RH,Black,Female,Unprofessional Conduct,Sustained Finding,Guilty Finding
16-0378,SL,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0379,TH,White,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0379,MK,White,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0379,MK,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0379,MK,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0380,EF,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0380,EF,Black,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0380,LM,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0380,LM,Black,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0381,AO,White,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0381,AO,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0382,JS,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0383,FA,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0384,JD,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0384,UNK,UNK,UNK,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0385,SF,White,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0385,UNK,UNK,UNK,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0386,SB,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0386,SR,Latino,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0386,MB,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0387,HB,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0388,TM,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0389,LG,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0390,KG,Latino,Female,Harassment,Other than Sustained Finding,Not Applicable
16-0391,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0392,MP,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0392,MP,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0393,TT,Asian,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0394,DA,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0395,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0396,UNK,UNK,UNK,Investigation OnGoing,Pending,Pending
16-0397,MS,White,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0397,EC,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
