complaint_id,officer_initials,po_race,po_sex,allegations_investigated,investigative_findings,disciplinary_findings,po_assigned_unit,po_district_number,officer_id,officer_complaint_id,discipline_id
19-0373,,white,male,Departmental Violation,Sustained Finding,Pending,5300 HIGHWAY PATROL,,63093034,19-0373-63093034,19-0373-63093034-Departmental Violation
19-0373,,black,male,Physical Abuse,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,49276182,19-0373-49276182,19-0373-49276182-Physical Abuse
19-0373,,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,49276182,19-0373-49276182,19-0373-49276182-Verbal Abuse
19-0374,,white,male,Investigation OnGoing,Pending,Pending,2200 22ND DISTRICT,22,24606897,19-0374-24606897,19-0374-24606897-Investigation OnGoing
19-0375,,,,Harassment,No Sustained Findings,Not Applicable,,,,19-0375-,19-0375--Harassment
19-0376,,white,male,Lack of Service,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,87820855,19-0376-87820855,19-0376-87820855-Lack of Service
19-0376,,black,male,Lack of Service,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,32754632,19-0376-32754632,19-0376-32754632-Lack of Service
19-0376,,black,female,Lack of Service,No Sustained Findings,Not Applicable,4921 RADIO ROOM 1,,17325364,19-0376-17325364,19-0376-17325364-Lack of Service
19-0377,,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,45309602,19-0377-45309602,19-0377-45309602-Physical Abuse
19-0377,,white,male,Departmental Violation,Sustained Finding,Pending,1900 19TH DISTRICT,19,45309602,19-0377-45309602,19-0377-45309602-Departmental Violation
19-0377,,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,68495561,19-0377-68495561,19-0377-68495561-Physical Abuse
19-0377,,white,male,Departmental Violation,Sustained Finding,Pending,1900 19TH DISTRICT,19,68495561,19-0377-68495561,19-0377-68495561-Departmental Violation
19-0378,,black,male,Lack of Service,No Sustained Findings,Not Applicable,7700 AIRPORT,,98428499,19-0378-98428499,19-0378-98428499-Lack of Service
19-0379,,,,Physical Abuse,No Sustained Findings,Not Applicable,,,,19-0379-,19-0379--Physical Abuse
19-0379,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,19-0379-,19-0379--Departmental Violation
19-0380,,white,male,Departmental Violation,Sustained Finding,Pending,1400 14TH DISTRICT,14,72965280,19-0380-72965280,19-0380-72965280-Departmental Violation
19-0380,,white,male,Departmental Violation,Sustained Finding,Pending,1400 14TH DISTRICT,14,72965280,19-0380-72965280,19-0380-72965280-Departmental Violation
19-0380,,white,male,Departmental Violation,Sustained Finding,Pending,1400 14TH DISTRICT,14,15885297,19-0380-15885297,19-0380-15885297-Departmental Violation
19-0380,,white,male,Departmental Violation,Sustained Finding,Pending,1400 14TH DISTRICT,14,72965280,19-0380-72965280,19-0380-72965280-Departmental Violation
19-0380,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,72965280,19-0380-72965280,19-0380-72965280-Departmental Violation
19-0380,,white,male,Departmental Violation,Sustained Finding,Pending,1400 14TH DISTRICT,14,15885297,19-0380-15885297,19-0380-15885297-Departmental Violation
19-0380,,white,male,Unprofessional Conduct,Sustained Finding,Pending,1400 14TH DISTRICT,14,72965280,19-0380-72965280,19-0380-72965280-Unprofessional Conduct
19-0380,,white,male,Departmental Violation,Sustained Finding,Pending,1400 14TH DISTRICT,14,15885297,19-0380-15885297,19-0380-15885297-Departmental Violation
19-0380,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,15885297,19-0380-15885297,19-0380-15885297-Departmental Violation
19-0381,,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,7700 AIRPORT,,23281671,19-0381-23281671,19-0381-23281671-Unprofessional Conduct
19-0382,,black,male,Departmental Violation,No Sustained Findings,Not Applicable,6500 SOUTHWEST DET,,50050889,19-0382-50050889,19-0382-50050889-Departmental Violation
19-0382,,black,male,Departmental Violation,No Sustained Findings,Not Applicable,6500 SOUTHWEST DET,,13104555,19-0382-13104555,19-0382-13104555-Departmental Violation
19-0383,,white,male,Investigation OnGoing,Pending,Pending,5900 EAST DETECTIVES,,32336465,19-0383-32336465,19-0383-32336465-Investigation OnGoing
19-0383,,white,male,Investigation OnGoing,Pending,Pending,5900 EAST DETECTIVES,,29340631,19-0383-29340631,19-0383-29340631-Investigation OnGoing
19-0384,,white,female,Departmental Violation,No Sustained Findings,Not Applicable,9900 PAL,,63333703,19-0384-63333703,19-0384-63333703-Departmental Violation
19-0385,,white,male,Lack of Service,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,94510499,19-0385-94510499,19-0385-94510499-Lack of Service
19-0386,,black,male,Departmental Violation,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,18214570,19-0386-18214570,19-0386-18214570-Departmental Violation
19-0386,,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,1600 16TH DISTRICT,16,77173730,19-0386-77173730,19-0386-77173730-Departmental Violation
19-0387,,latino,male,Criminal Allegation,Sustained Finding,Pending,4906 CRIMINAL RECS / IDE,,44385034,19-0387-44385034,19-0387-44385034-Criminal Allegation
19-0388,,black,male,Physical Abuse,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,13763219,19-0388-13763219,19-0388-13763219-Physical Abuse
19-0388,,latino,male,Lack of Service,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,70624505,19-0388-70624505,19-0388-70624505-Lack of Service
19-0389,,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,5200 TRAFFIC DISTRICT,52,41594850,19-0389-41594850,19-0389-41594850-Unprofessional Conduct
19-0390,,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,96654207,19-0390-96654207,19-0390-96654207-Verbal Abuse
19-0391,,white,male,Departmental Violation,Sustained Finding,Pending,2400 24TH DISTRICT,24,89957868,19-0391-89957868,19-0391-89957868-Departmental Violation
19-0391,,white,male,Verbal Abuse,Sustained Finding,Pending,2400 24TH DISTRICT,24,89957868,19-0391-89957868,19-0391-89957868-Verbal Abuse
19-0392,,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,1600 16TH DISTRICT,16,37075864,19-0392-37075864,19-0392-37075864-Physical Abuse
19-0392,,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1600 16TH DISTRICT,16,16850206,19-0392-16850206,19-0392-16850206-Physical Abuse
19-0393,,,,Investigation OnGoing,Pending,Pending,,,,19-0393-,19-0393--Investigation OnGoing
19-0394,,black,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,1600 16TH DISTRICT,16,17301504,19-0394-17301504,19-0394-17301504-Civil Rights Complaint
19-0394,,black,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,1600 16TH DISTRICT,16,30562173,19-0394-30562173,19-0394-30562173-Civil Rights Complaint
19-0395,,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,0500 05TH DISTRICT,05,76725694,19-0395-76725694,19-0395-76725694-Verbal Abuse
19-0396,,black,male,Physical Abuse,No Sustained Findings,Not Applicable,0600 06TH DISTRICT,06,65283090,19-0396-65283090,19-0396-65283090-Physical Abuse
19-0396,,black,male,Lack of Service,Sustained Finding,Training/Counseling,0600 06TH DISTRICT,06,65283090,19-0396-65283090,19-0396-65283090-Lack of Service
19-0396,,white,male,Lack of Service,Sustained Finding,Training/Counseling,0600 06TH DISTRICT,06,73464815,19-0396-73464815,19-0396-73464815-Lack of Service
19-0396,,white,male,Lack of Service,Sustained Finding,Pending,0900 09TH DISTRICT,09,17188722,19-0396-17188722,19-0396-17188722-Lack of Service
19-0397,,white,male,Lack of Service,No Sustained Findings,Not Applicable,6702 SPECIAL VICTIMS UNI,,25833246,19-0397-25833246,19-0397-25833246-Lack of Service
19-0397,,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,6702 SPECIAL VICTIMS UNI,,25833246,19-0397-25833246,19-0397-25833246-Unprofessional Conduct
19-0398,,white,male,Physical Abuse,No Sustained Findings,Not Applicable,3900 39TH DISTRICT,39,55492555,19-0398-55492555,19-0398-55492555-Physical Abuse
19-0398,,white,male,Departmental Violation,Sustained Finding,Training/Counseling,3900 39TH DISTRICT,39,55492555,19-0398-55492555,19-0398-55492555-Departmental Violation
19-0398,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,3900 39TH DISTRICT,39,55492555,19-0398-55492555,19-0398-55492555-Departmental Violation
19-0398,,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,3900 39TH DISTRICT,39,56579515,19-0398-56579515,19-0398-56579515-Physical Abuse
19-0398,,latino,male,Departmental Violation,Sustained Finding,Training/Counseling,3900 39TH DISTRICT,39,56579515,19-0398-56579515,19-0398-56579515-Departmental Violation
19-0398,,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,3900 39TH DISTRICT,39,56579515,19-0398-56579515,19-0398-56579515-Departmental Violation
19-0399,,white,male,Lack of Service,No Sustained Findings,Not Applicable,0100 01ST DISTRICT,01,16024515,19-0399-16024515,19-0399-16024515-Lack of Service
19-0399,,white,male,Lack of Service,No Sustained Findings,Not Applicable,0100 01ST DISTRICT,01,42412645,19-0399-42412645,19-0399-42412645-Lack of Service
19-0400,,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,1700 17TH DISTRICT,17,69170190,19-0400-69170190,19-0400-69170190-Unprofessional Conduct
19-0400,,latino,male,Departmental Violation,Sustained Finding,Training/Counseling,1700 17TH DISTRICT,17,33468400,19-0400-33468400,19-0400-33468400-Departmental Violation
19-0401,,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,54228441,19-0401-54228441,19-0401-54228441-Civil Rights Complaint
19-0401,,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1400 14TH DISTRICT,14,36713144,19-0401-36713144,19-0401-36713144-Departmental Violation
19-0401,,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,42794935,19-0401-42794935,19-0401-42794935-Civil Rights Complaint
19-0401,,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1400 14TH DISTRICT,14,42794935,19-0401-42794935,19-0401-42794935-Departmental Violation
19-0401,,latino,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,32979165,19-0401-32979165,19-0401-32979165-Civil Rights Complaint
19-0401,,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,90630266,19-0401-90630266,19-0401-90630266-Civil Rights Complaint
19-0401,,latino,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,19545633,19-0401-19545633,19-0401-19545633-Civil Rights Complaint
19-0401,,latino,male,Departmental Violation,Sustained Finding,Pending,1400 14TH DISTRICT,14,32979165,19-0401-32979165,19-0401-32979165-Departmental Violation
19-0401,,latino,male,Departmental Violation,Sustained Finding,Training/Counseling,5300 HIGHWAY PATROL,,61748239,19-0401-61748239,19-0401-61748239-Departmental Violation
19-0401,,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,47734491,19-0401-47734491,19-0401-47734491-Civil Rights Complaint
19-0401,,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,36713144,19-0401-36713144,19-0401-36713144-Civil Rights Complaint
19-0401,,latino,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,61748239,19-0401-61748239,19-0401-61748239-Civil Rights Complaint
19-0401,,black,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,39825364,19-0401-39825364,19-0401-39825364-Civil Rights Complaint
19-0401,,black,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,72577325,19-0401-72577325,19-0401-72577325-Civil Rights Complaint
19-0401,,white,male,Departmental Violation,Sustained Finding,Pending,3500 35TH DISTRICT,35,90630266,19-0401-90630266,19-0401-90630266-Departmental Violation
19-0401,,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,32868615,19-0401-32868615,19-0401-32868615-Civil Rights Complaint
19-0401,,black,male,Departmental Violation,Sustained Finding,Training/Counseling,1400 14TH DISTRICT,14,72577325,19-0401-72577325,19-0401-72577325-Departmental Violation
19-0401,,white,male,Departmental Violation,Sustained Finding,Pending,1400 14TH DISTRICT,14,32868615,19-0401-32868615,19-0401-32868615-Departmental Violation
19-0401,,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,80653306,19-0401-80653306,19-0401-80653306-Civil Rights Complaint
19-0401,,black,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,97600919,19-0401-97600919,19-0401-97600919-Civil Rights Complaint
19-0401,,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,50953828,19-0401-50953828,19-0401-50953828-Civil Rights Complaint
19-0401,,white,male,Departmental Violation,Sustained Finding,Pending,3500 35TH DISTRICT,35,50953828,19-0401-50953828,19-0401-50953828-Departmental Violation
19-0401,,black,male,Departmental Violation,Sustained Finding,Training/Counseling,5300 HIGHWAY PATROL,,39825364,19-0401-39825364,19-0401-39825364-Departmental Violation
19-0401,,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1400 14TH DISTRICT,14,47734491,19-0401-47734491,19-0401-47734491-Departmental Violation
19-0402,,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,16920415,19-0402-16920415,19-0402-16920415-Verbal Abuse
19-0402,,white,male,Departmental Violation,Sustained Finding,Pending,2200 22ND DISTRICT,22,16920415,19-0402-16920415,19-0402-16920415-Departmental Violation
19-0402,,white,male,Verbal Abuse,Sustained Finding,Pending,2200 22ND DISTRICT,22,16920415,19-0402-16920415,19-0402-16920415-Verbal Abuse
19-0402,,white,male,Departmental Violation,Sustained Finding,Pending,2200 22ND DISTRICT,22,97007829,19-0402-97007829,19-0402-97007829-Departmental Violation
19-0403,,black,female,Physical Abuse,No Sustained Findings,Not Applicable,9801 MAYORS PROTECTION,,13421098,19-0403-13421098,19-0403-13421098-Physical Abuse
19-0403,,black,female,Verbal Abuse,No Sustained Findings,Not Applicable,9801 MAYORS PROTECTION,,13421098,19-0403-13421098,19-0403-13421098-Verbal Abuse
19-0404,,white,male,Physical Abuse,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,02,86291696,19-0404-86291696,19-0404-86291696-Physical Abuse
19-0404,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,02,86291696,19-0404-86291696,19-0404-86291696-Departmental Violation
19-0405,,,,Lack of Service,No Sustained Findings,Not Applicable,,,,19-0405-,19-0405--Lack of Service
19-0406,,black,male,Departmental Violation,Sustained Finding,Pending,2200 22ND DISTRICT,22,21443178,19-0406-21443178,19-0406-21443178-Departmental Violation
19-0406,,white,male,Departmental Violation,Sustained Finding,Pending,2200 22ND DISTRICT,22,87277376,19-0406-87277376,19-0406-87277376-Departmental Violation
19-0406,,,,Lack of Service,No Sustained Findings,Not Applicable,,,,19-0406-,19-0406--Lack of Service
19-0406,,asian,male,Departmental Violation,Sustained Finding,Pending,2200 22ND DISTRICT,22,15834657,19-0406-15834657,19-0406-15834657-Departmental Violation
19-0407,,black,male,Departmental Violation,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,25987741,19-0407-25987741,19-0407-25987741-Departmental Violation
19-0408,,latino,male,Departmental Violation,Sustained Finding,Pending,2500 25TH DISTRICT,25,24895116,19-0408-24895116,19-0408-24895116-Departmental Violation
19-0408,,latino,male,Verbal Abuse,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,24895116,19-0408-24895116,19-0408-24895116-Verbal Abuse
19-0408,,latino,female,Departmental Violation,Sustained Finding,Pending,0600 06TH DISTRICT,06,36623365,19-0408-36623365,19-0408-36623365-Departmental Violation
19-0409,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,69573251,19-0409-69573251,19-0409-69573251-Departmental Violation
19-0409,,white,male,Lack of Service,Sustained Finding,Training/Counseling,2400 24TH DISTRICT,24,77535249,19-0409-77535249,19-0409-77535249-Lack of Service
19-0409,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,77535249,19-0409-77535249,19-0409-77535249-Departmental Violation
19-0409,,white,male,Lack of Service,Sustained Finding,Training/Counseling,2400 24TH DISTRICT,24,69573251,19-0409-69573251,19-0409-69573251-Lack of Service
19-0410,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,86142007,19-0410-86142007,19-0410-86142007-Departmental Violation
19-0410,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,22320367,19-0410-22320367,19-0410-22320367-Departmental Violation
19-0411,,asian,male,No C.A.P. Investigation,Not Applicable,Not Applicable,3900 39TH DISTRICT,39,44360830,19-0411-44360830,19-0411-44360830-No C.A.P. Investigation
19-0411,,white,male,No C.A.P. Investigation,Not Applicable,Not Applicable,3900 39TH DISTRICT,39,17912961,19-0411-17912961,19-0411-17912961-No C.A.P. Investigation
19-0412,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,33807947,19-0412-33807947,19-0412-33807947-Departmental Violation
19-0412,,latino,female,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,37559434,19-0412-37559434,19-0412-37559434-Departmental Violation
19-0412,,latino,female,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,37559434,19-0412-37559434,19-0412-37559434-Departmental Violation
19-0412,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,33807947,19-0412-33807947,19-0412-33807947-Departmental Violation
19-0412,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,29247247,19-0412-29247247,19-0412-29247247-Departmental Violation
19-0412,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,55620271,19-0412-55620271,19-0412-55620271-Departmental Violation
19-0412,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,55620271,19-0412-55620271,19-0412-55620271-Departmental Violation
19-0412,,black,male,Departmental Violation,No Sustained Findings,Not Applicable,6003 HOMICIDE UNIT,,19030649,19-0412-19030649,19-0412-19030649-Departmental Violation
19-0412,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,29247247,19-0412-29247247,19-0412-29247247-Departmental Violation
19-0412,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,62633668,19-0412-62633668,19-0412-62633668-Departmental Violation
19-0412,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,62633668,19-0412-62633668,19-0412-62633668-Departmental Violation
19-0412,,asian,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,19325563,19-0412-19325563,19-0412-19325563-Departmental Violation
19-0412,,asian,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,19325563,19-0412-19325563,19-0412-19325563-Departmental Violation
19-0413,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,19-0413-,19-0413--Departmental Violation
19-0414,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,19128839,19-0414-19128839,19-0414-19128839-Departmental Violation
19-0414,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,19128839,19-0414-19128839,19-0414-19128839-Departmental Violation
19-0415,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1200 12TH DISTRICT,12,23729879,19-0415-23729879,19-0415-23729879-Departmental Violation
19-0415,,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1200 12TH DISTRICT,12,23729879,19-0415-23729879,19-0415-23729879-Departmental Violation
19-0415,,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1200 12TH DISTRICT,12,23729879,19-0415-23729879,19-0415-23729879-Physical Abuse
19-0415,,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,1200 12TH DISTRICT,12,23729879,19-0415-23729879,19-0415-23729879-Verbal Abuse
19-0416,,black,female,Verbal Abuse,No Sustained Findings,Not Applicable,0100 01ST DISTRICT,01,48965303,19-0416-48965303,19-0416-48965303-Verbal Abuse
19-0417,,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,1700 17TH DISTRICT,17,71270467,19-0417-71270467,19-0417-71270467-Civil Rights Complaint
19-0417,,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,1700 17TH DISTRICT,17,50048829,19-0417-50048829,19-0417-50048829-Civil Rights Complaint
19-0418,,black,male,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable,1200 12TH DISTRICT,12,13456804,19-0418-13456804,19-0418-13456804-Referred to Other Agency/C.A.P. Investigation
19-0419,,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,50953828,19-0419-50953828,19-0419-50953828-Civil Rights Complaint
19-0419,,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,50953828,19-0419-50953828,19-0419-50953828-Unprofessional Conduct
19-0420,,black,female,Departmental Violation,Sustained Finding,Pending,2600 26TH DISTRICT,26,69813920,19-0420-69813920,19-0420-69813920-Departmental Violation
19-0421,,white,female,Unprofessional Conduct,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,03,60424043,19-0421-60424043,19-0421-60424043-Unprofessional Conduct
19-0421,,white,female,Lack of Service,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,03,60424043,19-0421-60424043,19-0421-60424043-Lack of Service
19-0422,,black,male,Lack of Service,Sustained Finding,Pending,2400 24TH DISTRICT,24,36234208,19-0422-36234208,19-0422-36234208-Lack of Service
19-0422,,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,53787443,19-0422-53787443,19-0422-53787443-Verbal Abuse
19-0422,,white,male,Lack of Service,Sustained Finding,Training/Counseling,2400 24TH DISTRICT,24,53787443,19-0422-53787443,19-0422-53787443-Lack of Service
19-0422,,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,36234208,19-0422-36234208,19-0422-36234208-Verbal Abuse
19-0422,,black,male,Departmental Violation,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,36234208,19-0422-36234208,19-0422-36234208-Departmental Violation
19-0422,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,53787443,19-0422-53787443,19-0422-53787443-Departmental Violation
19-0423,,white,female,Unprofessional Conduct,No Sustained Findings,Not Applicable,0900 09TH DISTRICT,09,55591432,19-0423-55591432,19-0423-55591432-Unprofessional Conduct
19-0423,,white,female,Departmental Violation,Sustained Finding,Guilty Finding,0900 09TH DISTRICT,09,55591432,19-0423-55591432,19-0423-55591432-Departmental Violation
19-0424,,white,male,Investigation OnGoing,Pending,Pending,2500 25TH DISTRICT,25,89423486,19-0424-89423486,19-0424-89423486-Investigation OnGoing
19-0424,,white,male,Investigation OnGoing,Pending,Pending,2500 25TH DISTRICT,25,14908887,19-0424-14908887,19-0424-14908887-Investigation OnGoing
19-0424,,white,male,Investigation OnGoing,Pending,Pending,9807 SUMMER INITIATIVE,,76895124,19-0424-76895124,19-0424-76895124-Investigation OnGoing
19-0424,,white,male,Investigation OnGoing,Pending,Pending,9807 SUMMER INITIATIVE,,26804162,19-0424-26804162,19-0424-26804162-Investigation OnGoing
19-0425,,white,male,Investigation OnGoing,Pending,Pending,7401 NARC FIELD UNIT,,35455552,19-0425-35455552,19-0425-35455552-Investigation OnGoing
19-0425,,white,male,Investigation OnGoing,Pending,Pending,7401 NARC FIELD UNIT,,70414735,19-0425-70414735,19-0425-70414735-Investigation OnGoing
19-0426,,other,male,Lack of Service,No Sustained Findings,Not Applicable,6702 SPECIAL VICTIMS UNI,,17827646,19-0426-17827646,19-0426-17827646-Lack of Service
19-0426,,,,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,19-0426-,19-0426--Unprofessional Conduct
19-0427,,latino,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,0700 07TH DISTRICT,07,99388772,19-0427-99388772,19-0427-99388772-Unprofessional Conduct
19-0428,,white,male,Lack of Service,Sustained Finding,Pending,3900 39TH DISTRICT,39,32230722,19-0428-32230722,19-0428-32230722-Lack of Service
19-0428,,,,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,19-0428-,19-0428--Unprofessional Conduct
19-0428,,black,male,Lack of Service,Sustained Finding,Pending,3900 39TH DISTRICT,39,31799852,19-0428-31799852,19-0428-31799852-Lack of Service
19-0429,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,19-0429-,19-0429--Departmental Violation
19-0430,,white,male,Lack of Service,No Sustained Findings,Not Applicable,6200 CENTRAL DETECTIVES,,55883943,19-0430-55883943,19-0430-55883943-Lack of Service
19-0430,,white,male,Lack of Service,Sustained Finding,Pending,4500 CENTER CITY DISTRIC,,16937410,19-0430-16937410,19-0430-16937410-Lack of Service
19-0431,,,,No C.A.P. Investigation,Not Applicable,Not Applicable,,,,19-0431-,19-0431--No C.A.P. Investigation
19-0432,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,19128839,19-0432-19128839,19-0432-19128839-Departmental Violation
19-0432,,white,male,Harassment,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,19128839,19-0432-19128839,19-0432-19128839-Harassment
19-0432,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,19128839,19-0432-19128839,19-0432-19128839-Departmental Violation
19-0433,,black,male,Investigation OnGoing,Pending,Pending,7401 NARC FIELD UNIT,,62849962,19-0433-62849962,19-0433-62849962-Investigation OnGoing
19-0433,,black,male,Investigation OnGoing,Pending,Pending,7401 NARC FIELD UNIT,,37000848,19-0433-37000848,19-0433-37000848-Investigation OnGoing
19-0434,,,,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,19-0434-,19-0434--Unprofessional Conduct
19-0435,,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,0100 01ST DISTRICT,01,10313341,19-0435-10313341,19-0435-10313341-Verbal Abuse
19-0436,,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,11365968,19-0436-11365968,19-0436-11365968-Unprofessional Conduct
19-0436,,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,11365968,19-0436-11365968,19-0436-11365968-Verbal Abuse
19-0436,,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,19651376,19-0436-19651376,19-0436-19651376-Unprofessional Conduct
19-0436,,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,19651376,19-0436-19651376,19-0436-19651376-Verbal Abuse
19-0437,,black,male,Lack of Service,No Sustained Findings,Not Applicable,3900 39TH DISTRICT,39,82759248,19-0437-82759248,19-0437-82759248-Lack of Service
19-0437,,white,male,Lack of Service,No Sustained Findings,Not Applicable,3900 39TH DISTRICT,39,21438543,19-0437-21438543,19-0437-21438543-Lack of Service
19-0438,,asian,female,Investigation OnGoing,Pending,Pending,5900 EAST DETECTIVES,,27565996,19-0438-27565996,19-0438-27565996-Investigation OnGoing
19-0438,,black,male,Investigation OnGoing,Pending,Pending,2400 24TH DISTRICT,24,29553663,19-0438-29553663,19-0438-29553663-Investigation OnGoing
